nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon,telefono,website,email,orari,cucina,osm_id,osm_type
Bar - Bruschetteria Faedo,caffè,,,VR,,45.6378955,11.3534326,,,,,,2621304615,node
Bar Pasticceria Gnesato,caffè,"Via Centro, 32a",Verona,VR,37135,45.4115313,10.9877928,+39 045 504475,,pasticceria.gnesato@gmail.com,Mo-Sa 7:00-20:00,,2629162257,node
Usman Kebab,fast_food,"Piazza Libero Vinco, 30",Verona,VR,37131,45.4425536,11.0203551,+39 045 2475630,http://usmankebab.altervista.org/,,,kebab,2629194615,node
Blocco,bar,,,VR,,45.3965874,11.0228081,,,,,,2629495535,node
Osteria Fuori Porta,pub,"Via Girolamo Dai Libri, 26b",Verona,VR,37131,45.4422045,11.0184765,+39 045 522330,,,,,2640944988,node
La lanterna,ristorante,"Via Berto Barbarani, 6",Verona,VR,37123,45.4418158,10.9820337,+39 045 594929,https://lalanternaverona.it,info@lalanternaverona.it,"Mo-Su 12:30-15:00, 19:00-23:00",pizza;italian,2653945762,node
Senza nome,bar,Piazza IV Novembre,Povegliano Veronese,VR,37064,45.3475058,10.8815648,,,,,,2654713540,node
Spizzati,fast_food,,Povegliano veronese,VR,37064,45.3440256,10.8825158,,,,,pizza,2664613760,node
Casa Vinicola Zonin S.p.a.,bar,"Via Borgolecco, 9",Gambellara,VR,36053,45.4610647,11.3365804,+39 0444 640111,http://www.casavinicolazonin.it,,,,2664750110,node
Trattoria Monte San Pietro,ristorante,,,VR,,45.5669156,11.1640513,,,,,,2666934399,node
Pizzeria Da Gianni,ristorante,"Piazza Umberto I, 79",San Giovanni Lupatoto,VR,,45.3817316,11.0466703,+39 045 545128,https://dagiannipizzeria.it/,info@dagiannipizzeria.it,,pizza,2674478516,node
Agriturismo l'Incanto,ristorante,,,VR,,45.6411804,11.1510354,,,,,italian,2676747686,node
Trattoria Ruzzenente,ristorante,"Via Duca degli Abruzzi, 5",Pizzoletta,VR,37069,45.3270557,10.8335109,+39 045 6336530,http://www.trattoriaruzzenente.it/,,,regional,2677601965,node
Jolly,bar,"Via Mantovana, 185l",Verona,VR,37137,45.4022035,10.9238373,,,,,,2678749866,node
Menta e Rosmarino,ristorante,"Via Marin Faliero, 15",Verona,VR,37138,45.4517965,10.9668316,+39 045 564737;+39 349 4932025,http://www.mentaerosmarinocatering.it/,catering.menta.rosmarino@gmail.com,Mo-We 08:00-15:00; Th-Sa 08:00-19:00,,2680248705,node
Al Forte,fast_food,"Via Marin Faliero, 33",Verona,VR,37138,45.4519529,10.9662425,,,,"Tu-Fr 17:30-21:00; Sa,Su 18:00-21:00",pizza,2680248724,node
Senza nome,caffè,,,VR,,45.4515043,10.9712494,,,,,,2681817836,node
Bar-Pizzeria La Rotonda,ristorante,,,VR,,45.5934345,11.0747149,,,,,pizza,2682476458,node
Iris,caffè,"Piazza Vittorio Emanuele, 35",Roverè Veronese,VR,37028,45.5932249,11.065965,,http://enocafe-iris.com,,,,2682476460,node
Senza nome,panetteria,,,VR,,45.593558,11.065834,,,,,,2682476538,node
Hotel Ristorante Centrale,ristorante,,,VR,,45.5935716,11.0657281,,,,,,2682476539,node
Bar Prealpi,bar,,,VR,,45.5935718,11.0655747,,,,,,2682476540,node
Caffè Garibaldi Golin,caffè,"Piazza del Comune, 1",Valdagno,VR,,45.6449615,11.2996769,,,,,,2701653167,node
Cicchetteria Il Vizio,bar,"Via Daniele Manin, 3",Valdagno,VR,36078,45.646011,11.299763,+39 0445 823058,,cicchetteriailvizio19@gmail.com,,,2701653173,node
Senza nome,panetteria,,,VR,,45.6459836,11.3000443,,,,,,2701653226,node
San Matteo Church,ristorante,"Vicolo San Matteo, 4",Verona,VR,37121,45.4418376,10.9938715,+39 045 8004538,https://www.smatteo.it,info@smatteo.it,"Mo-Su 12:00-14:30,18:30-23:59",regional;pizza,2703619489,node
Ci sta,ristorante,"Via Leoni, 4f",Verona,VR,37121,45.4402313,10.9996099,,,,,pizza,2707128457,node
Pistacchio,caffè,,,VR,,45.4400782,11.0001867,,,,,,2707128481,node
Bar Blondy's,bar,"Via Mantovana, 185n",Verona,VR,37137,45.4003335,10.9212248,,,,,,2710784735,node
Caffetteria Pasticceria Manzatti,bar,"Via Cavour, 137",Dossobuono,VR,37062,45.3984574,10.9166671,,,pasticceriamanzatti@alice.it,,,2712115733,node
Terrazza Bar Al Ponte,ristorante,,,VR,,45.4472143,10.9996886,,http://www.terrazzabaralponte.eu/,,,italian,2720002053,node
IncantaMonte,ristorante,"Via Maddalena, 20",Monte di Malo,VR,36030,45.6512096,11.3635182,,,,,italian;pizza;regional,2723275717,node
Ristorante Bar Graziano e Loretta,ristorante,"Via Caterina Bon Brenzoni, 66",Mozzecane,VR,37060,45.3112862,10.8188835,+39 045 793 0253,https://www.dagrazianoeloretta.com/,,,regional,2727197935,node
Garage Cafè,pub,"Via Caterina Bon Brenzoni, 50",Mozzecane,VR,37060,45.3105953,10.818266,+39 342 160 8558,,,Mo-We 07:00-01:00;Th off;We-Su 07:00-02:00,,2727225570,node
Spizzati,ristorante,"Via Antonio Murari, 95",Valeggio sul Mincio,VR,37067,45.3574094,10.7348652,+39 3453139368,http://www.spizzati.it/host/,,Mo-Su 17:00-22:00,pizza,2741747263,node
Agriturismo Le Bianchette,ristorante,"Stradella Bianchette, 6",Custoza,VR,37066,45.3741946,10.8108922,+39 045 516373,https://www.lebianchette.it/,,"Fr,Sa 19:30-23:30; Su 12:00-17:00",regional,2747499246,node
Ristorante al Tesoro,ristorante,"via Fiorita, 1",Corrubbio,VR,37020,45.5978539,10.9563777,,,,,italian,2750087524,node
Ristoro Martin Pescatore,ristorante,,,VR,,45.3537009,10.9402618,,,,,,2758730865,node
Taverna Cansignorio,pub,,,VR,,45.4457935,11.0163076,,,,,,2759110584,node
Bar Stoppa,bar,,,VR,,45.4489755,11.0296785,,,,,,2759136114,node
Bar Tiffany,bar,,,VR,,45.4493908,11.0201194,,,,,,2760123705,node
Panificio Forneria Tezza,panetteria,,,VR,,45.4482675,11.0201864,,,,,,2760123706,node
Pizzeria Putapariò,ristorante,,,VR,,45.4494643,11.0201087,,,,,,2760123707,node
Agriturismo Principe Amedeo,ristorante,"Strada Staffalo, 15",Sommacampagna,VR,,45.391566,10.8019358,+39 045 2429197,https://www.agriturismoprincipeamedeo.it/,,,regional,2766326415,node
Senza nome,bar,,,VR,,45.5846303,11.0781026,,,,,,2767276020,node
Senza nome,panetteria,Via Europa,Nogarole Rocca,VR,37060,45.2697407,10.893022,,,,,,2773924466,node
Bar Sport,bar,Via Europa,Nogarole Rocca,VR,37060,45.2698673,10.892761,,,,,,2773925330,node
Oasi,ristorante,Via Vittorio Veneto,Nogarole Rocca,VR,37060,45.2724164,10.8929926,,,,,pizza,2773927982,node
Oasi,bar,Via Vittorio Veneto,Nogarole Rocca,VR,37060,45.272423,10.8929223,,,,,,2773929608,node
Panificio Deganello,panetteria,Via Guglielmo Marconi,Nogarole Rocca,VR,37060,45.2845189,10.8683004,,,,,,2773960749,node
Da Franco,ristorante,"Via San Leonardo, 11",Nogarole Rocca,VR,37060,45.2805684,10.8780408,,,,,regional,2773962381,node
Da Ferruccio,ristorante,"Via 9 Maggio, 2",Nogarole Rocca,VR,37060,45.2843202,10.8684259,,https://www.facebook.com/pages/Trattoria-Da-Ferruccio/453171308084599,,"Mo-Fr 12:00-14:00,19:00-21:00; Sa 19:00-21:00; PH off",regional,2773968914,node
Carambas,bar,Via 9 Maggio,Nogarole Rocca,VR,37060,45.28265,10.8724979,,,,,,2773990826,node
Senza nome,bar,Via Augusto de Mori,Nogarole Rocca,VR,37060,45.2719656,10.8948024,,,,,,2774001014,node
Antica Trattoria da Costa,ristorante,"Via Guglielmo Marconi, 9",Tormine,VR,37122,45.2877378,10.8227633,,,,,regional,2776925990,node
Senza nome,caffè,,,VR,,45.4212946,11.2875732,,,,,,2777143909,node
La vineria vini sfusi in bottiglia,ristorante,"Via Caterina Bon Brenzoni, 70a",Mozzecane,VR,37060,45.3114279,10.819018,,,,,,2777268926,node
Agriturismo al Ranch,ristorante,"Contrada Bernardi, 10",,VR,,45.679192,11.3142287,+390445412387;+39340 9446756,,agriturismo.ranch@libero.it,,,2782885450,node
Pizzeria al taglio Lobbia (S.N.C.),ristorante,,,VR,,45.444083,10.943647,,,,,pizza,2783620677,node
Senza nome,ristorante,,,VR,,45.425764,10.7161869,,,,,,2789400961,node
Pizzeria Ristorant Rosati,ristorante,"Via Caterina Bon Brenzoni, 20",Mozzecane,VR,37060,45.3094309,10.8177722,,,,,pizza,2791541894,node
Lo Sfizio pizzeria da asporto,fast_food,"Viale della Repubblica, 8",Mozzecane,VR,37060,45.3069357,10.8161637,+39 045 7930582,,,,pizza,2792047824,node
Maracajbo,bar,"Viale della Repubblica, 13",Mozzecane,VR,37060,45.3067422,10.8166856,,,,,,2792047830,node
Pizzeria Due Forni,ristorante,"Corso Giuseppe Garibaldi, 40a",Villafranca di Verona,VR,37069,45.3504661,10.8472443,+39 045 7903029,,,Mo-Su 17:00-22:00,pizza,2793594773,node
Classique Cafè Restaurant,ristorante,"Via Albarello, 33",Lazise,VR,37017,45.5062917,10.7309982,+39 045 7580270,,,,,2796391644,node
Ai Tre Volti,ristorante,"Via Angelo Messedaglia, 215",Villafranca di Verona,VR,37069,45.3490513,10.8464604,+39 045 7902400,,,,regional,2802288376,node
Bar Trattoria Corte Girlanda,ristorante,Strada Bresciana,Verona,VR,37139,45.4466813,10.8988063,,http://www.cortegirlanda.com/,,,,2809318928,node
Bar Brothers,caffè,,,VR,,45.4564012,10.9465149,,,,Mo-Su 06:30-02:00,,2812762025,node
La bottega della pizza - Bar enoteca,ristorante,"Via Roma, 7",Mozzecane,VR,37060,45.3041697,10.8137891,,,,,pizza,2825745989,node
"Pizza al taglio ""Doppio Zero""",ristorante,"Via Caterina Bon Brenzoni, 21a",Mozzecane,VR,37060,45.3099154,10.8177578,+39 3466524753,https://www.gruppodemar.it/,info@gruppodemar.it,Tu-Su 17:00-00:00,pizza,2827174364,node
Caffe Nolita,caffè,"Via dei Partigiani, 1",Valeggio sul Mincio,VR,,45.3469564,10.7373869,,,,,regional,2832369037,node
Gelateria Frullateria K2,caffè,"Via Giuseppe Rensi, 13",Villafranca di Verona,VR,37069,45.349923,10.8438767,+39 045 6303848,,,,ice_cream,2832393219,node
Bar Pasticceria Colombo,bar,"Corso Venezia, 12",San Bonifacio,VR,37047,45.3961198,11.2699451,+39 342 5364670,,,,,2833310556,node
Senza nome,caffè,,,VR,,45.4426004,10.9783659,,,,,,2841703909,node
Pasticceria Dalla Mura,bar,"Corso Venezia, 41",San Bonifacio,VR,37047,45.3975438,11.2712743,,,,"Tu-Su 07:00-13:00,15:00-19:00",,2848079943,node
Bar Country,bar,"Via Trentino, 1",Lugagnano di Sona,VR,37060,45.4396536,10.8642721,,,,,,2859546378,node
365 Easy Restaurant,ristorante,"Via Sile, 40",Mote di Malo,VR,,45.6542625,11.3940087,,,,,italian,2884340501,node
Senza nome,caffè,,,VR,,45.4476818,10.959832,,,,,,2884841311,node
Senza nome,bar,,,VR,,45.6768266,11.27084,,,,,,2898102708,node
Senza nome,bar,,,VR,,45.6763731,11.2705127,,,,,,2898111066,node
Senza nome,panetteria,,,VR,,45.6758596,11.2708346,,,,,,2898111067,node
Senza nome,bar,,,VR,,45.6763468,11.2708829,,,,,,2898111074,node
Angolo Della Pizza,fast_food,"Viale Sicilia, 47",Verona,VR,,45.4466671,10.9616391,+39 045 561660,,,"We-Mo 11:00-01:30,17:00-09:00",pizza,2901010533,node
Central Bar,caffè,"Via Gottardo Aldegheri, 22",Lazise,VR,37017,45.5057369,10.7325557,,,,,,2914319254,node
Ristaurante al Castello,ristorante,,,VR,,45.5042177,10.7330339,,,,"Mo-Su,PH 18:00-24:00",pizza,2914319256,node
Trattoria Rampon,ristorante,"Via Emilia Casara, 9",Monte di Malo,VR,36030,45.6597637,11.362849,+39 0445 602202,,,,,2925331690,node
Il Cenacolo,ristorante,"Via Teatro Filarmonico, 10",Verona,VR,37121,45.4391082,10.991162,+39 045 592288,https://www.ristoranteilcenacolo.it/,,Mo-Su 19:00-23:00,italian,2930629356,node
Antico Caffe Dante,ristorante,"Piazza dei Signori, 2",,VR,37121,45.4435421,10.9977804,+39 045 8000083,https://www.caffedante.it/,info@caffedante.it,"Mo-Su 10:00-16:00,19:00-24:00",italian,2930629357,node
La Cantina del 15,ristorante,"Corso Castelvecchio, 15",Verona,VR,37121,45.4390555,10.9875826,,,,,italian,2930629358,node
Pizzeria Capri,ristorante,"Via San Cristoforo, 10",Valdagno,VR,,45.6415098,11.3033846,,,,,pizza,2936377024,node
Senza nome,ristorante,,,VR,,45.4954196,10.8001657,,,,,italian,2956128066,node
Senza nome,bar,,,VR,,45.495437,10.7999647,,,,,,2956128067,node
Senza nome,bar,,,VR,,45.5059667,10.7348208,,,,,,2956128069,node
Caffè San Zeno,caffè,"Piazza Corrubbio, 33c",,VR,,45.4413172,10.9793463,,,,,,2956134521,node
Panificio Benetton,panetteria,"Via Roma, 66",San Bonifacio,VR,37047,45.3983856,11.268348,+39 045 6102017,,,Mo-Sa 07:30-19:30,,2961252203,node
Asso de Cope,ristorante,"Via Rinaldo da Villafranca, 39;41",Villafranca di Verona,VR,37069,45.3490927,10.8443287,,,,,pizza,2962843945,node
Senza nome,pub,,,VR,,45.3493215,10.8444645,,,,,,2962843946,node
Brasil - Bar birreria tosteria,pub,"Corso Giuseppe Garibaldi, 8",Villafranca di Verona,VR,37069,45.351397,10.844916,+39 045 7900021,,,,,2962843948,node
Molinari - Pasticceria bar gelateria,bar,"Corso Vittorio Emanuele II, 246",Villafranca di Verona,VR,37069,45.3514668,10.843781,+39 045 7901852,,,,,2962843950,node
Fantoni Caffè pasticceria 1842,bar,"Corso Vittorio Emanuele II, 141",Villafranca di Verona,VR,37069,45.3511077,10.843929,+39 045 6302084,https://www.localistorici.it/it/Schede/view/slug/caffe-pasticceria-fantoni/tipo/locali-storici,,,,2962843951,node
Ristorante La Ginestra,ristorante,"Corso Milano, 101",Verona,VR,37138,45.4434585,10.9688369,+39 045 562449; +39 045 8101444,https://www.leopardi.vr.it/index.cfm/it/ristorante-ginestra-verona/,laginestra@leopardi.vr.it,,,2965718021,node
Caffè Roma 2000,caffè,,,VR,,45.5886134,11.3652246,,,,,,2966615519,node
Senza nome,bar,,,VR,,45.5889518,11.3655243,,,,,,2968471240,node
Senza nome,bar,,,VR,,45.5652348,11.3746095,,,,,,2968976279,node
Bar Hellas,caffè,,,VR,,45.4428229,10.9629334,,,,,,2972635123,node
Assaporito,ristorante,"Viale del Lavoro, 32a",Verona,VR,37135,45.4138645,10.9788092,,https://www.assaporito.com/trattoria-pizzeria/,,,pizza,2975421141,node
L'essenziale,caffè,"Via Gian Matteo Giberti, 20",Verona,VR,,45.4341488,10.986169,,,,Mo-Fr 07:00-15:30; Sa 07:30-15:30,,2979478946,node
Pergolo,ristorante,"Calle Prima, 8",,VR,,45.50565,10.7323991,+39 340 743 8388,https://www.facebook.com/pages/category/Wine-Bar/Pergolo-100717538356155/,,,italian;wine,2997218933,node
Pizzeria Pan Per Focaccia,ristorante,"Via Francesco Feliciano Scolari, 26",Lazise,VR,37017,45.5061082,10.7333637,,,,,,3011958035,node
Ristorante Antico ristoro,ristorante,"Via Valle Molini, 5",Custoza,VR,37060,45.3798634,10.7844142,,,,,,3014019252,node
Snupy Bar,bar,,,VR,,45.411371,10.9957433,,,,,,3017967488,node
Signorvino,ristorante,"Corso Porta Nuova, 2",Verona,VR,37122,45.4379781,10.9912504,+39 045 8009031,https://www.signorvino.com/it/negozi/verona,verona.portanuova@signorvino.it,,,3024333379,node
G & G,bar,"Via Fama, 6b",Verona,VR,37121,45.4435729,10.9952509,,,,,,3032414337,node
American Gigolo - Birreria Pub,pub,,,VR,,45.4479554,10.8758954,,,,,,3035462812,node
Senza nome,bar,,,VR,,45.4483987,10.8679384,,,,,,3035471259,node
Lao di Fang - ristorante cinese,ristorante,,,VR,,45.4484731,10.8682212,,,,,chinese,3035473924,node
Senza nome,ristorante,,,VR,,45.3613263,10.798348,,,,,,3035617184,node
El Pirlar,ristorante,,,VR,,45.3308762,10.8240744,,,,,regional,3035631026,node
Cappa Cafè,caffè,"Piazzetta Brà Molinari, 1",Verona,VR,37121,45.4465577,11.0000962,,,,,,3039205214,node
Ristorante Sant'Eufemia,ristorante,"Via Francesco Emilei, 21",Verona,VR,37121,45.4433532,10.9944104,+39 045 8006865,http://www.s.eufemia.it/,,"Tu-Sa 12:30-14:30,19:00-22:30; Su 12:30-15:00",regional,3040154906,node
Café Martél,caffè,"Via Anfiteatro, 12",Verona,VR,37121,45.4398316,10.9951326,+39 045 2210048,https://www.cafemartel.com,,Mo-Th 07:30-19:30; Fr 07:30-20:30; Sa 08:30-20:30; Su 08:30-20:00,,3046545567,node
Bar Galleria,caffè,Via Dietro Anfiteatro,,VR,,45.439613,10.9947506,,,,,,3046545576,node
Claddagh irish pub,pub,,,VR,,45.4714917,10.8457542,,,,,,3055004788,node
Yan,ristorante,,,VR,,45.4390536,10.990946,,,,,chinese,3059176718,node
Arena Pizzeria Kebab,fast_food,,,VR,,45.4397102,10.9924554,+39 045 8320765,,arenapizzeria2019@gmail.com,,kebab;pizza,3059200653,node
Tigella Bella,ristorante,"Via Sottoriva, 24",Verona,VR,37121,45.4443315,11.0006213,+39 045 8013098; +39 346 6869387,,,"Tu-Su 12:30-14:30,18:00-23:00",,3061670614,node
Osteria Nori,ristorante,"Via Ponte Nuovo, 9",Verona,VR,37121,45.4434837,11.0007229,,,,,regional,3061670615,node
Trattoria Vecio Mulin,ristorante,,,VR,,45.4449375,11.0008113,,,,"Mo-Su 19:00-22:30+, Sa,Su 12:00-14:30",,3061670616,node
Focacceria Ponte Pietra,caffè,,,VR,,45.448343,11.0005077,,,,,,3061873316,node
Macafame,ristorante,,,VR,,45.4437732,10.9977511,,,,,italian,3079973944,node
El Bareto,bar,"Piazza della Vittoria, 4",Sona,VR,37060,45.4334532,10.8328328,+390456081015,,,,,3107463535,node
San Quirico,ristorante,"Via Gaetano Donizetti, 16",Sona,VR,37060,45.4375854,10.8241985,+39 045 6082357,https://www.facebook.com/pizzeriasanquirico,,,pizza,3107463537,node
Pizzeria Amabile,ristorante,,,VR,,45.4431266,10.819974,,,,,pizza,3107463538,node
Pizzeria dai Beghini,ristorante,"Via Vallevecchia, 2",Sona,VR,37060,45.4328972,10.8324487,+39 0456081216,,,,pizza,3107463539,node
Osteria a la Carega,bar,"Via Cadrega, 8",Verona,VR,,45.4451823,10.9945604,+39 045 806 9248,http://www.osterialacarega.com/,,,,3112482052,node
la Piazzetta,caffè,"Piazza Giuseppe Garibaldi, 9",,VR,37010,45.6116672,10.7023441,+39 045 722 5470,,,,snackbar,3114360293,node
Edelweiss,ristorante,"Via dei Narcisi, 1",,VR,37010,45.6731492,10.7802088,+39 045 6289060,https://edelweiss-hotel.it/,info@edelweiss-hotel.it,,italian,3114360296,node
Bar da Piero,pub,"Corso Milano, 34",Verona,VR,37138,45.4437008,10.9694205,+39 045 565116,,,"Mo-Fr 10:00-15:00,18:00-26:00,Sa 18:00-26:00",,3116772980,node
Pizzeria bruschetteria Jolly,ristorante,"Via Pecori Giraldi, 18",San Vito di Leguzzano,VR,,45.6831951,11.3765895,+39 0445 605802,,,May-Sep: Tu-Su 17:00-22:00; Oct-Apr: Tu-Su 17:00-21:30,,3127349429,node
Bar -Trattoria Pedrocchi,ristorante,,,VR,,45.6351749,11.3565614,,,,,,3145985215,node
Ristorante Tamburino Sardo,ristorante,,,VR,,45.3784775,10.8149127,+39 045 516217,https://www.tamburinosardo.it/,info@tamburinosardo.it,,regional,3150309314,node
Caffè Manzoni,caffè,"Viale Alessandro Manzoni, 2b",Verona,VR,37138,45.443366,10.9699057,,,,,,3157621426,node
Al Lumicino,ristorante,"Via Gabbia, 8",Isola della Scala,VR,,45.2437462,11.0518105,+39 329 4148411,http://www.lumicino.it/,,,italian,3161417352,node
Kulmbacher Bier-Haus,pub,"Via Guglielmo Marconi, 72",Verona,VR,37122,45.4355133,10.9852526,+39 045 597517,https://www.kbh.it/,,"Mo-Su 12:00-14:30,19:00-24:00; Sa 19:00-24:00",,3171832294,node
Osteria S'ciavinaro,bar,Via Eugenio Pertini,Zimella,VR,37040,45.377558,11.3375745,,,,,,3183676832,node
Bengio,ristorante,"Via Gardesana, 5",Lazise,VR,37017,45.4993696,10.7370018,,,,,italian;pizza,3191609667,node
Cristina,ristorante,"Gardesana Orientale, 96",Lazise,VR,37017,45.4995724,10.7369634,,,,,italian,3191609668,node
Gem's Brew Pub,ristorante,"Gardesana Orientale, 135",,VR,,45.494638,10.739181,+39 045 6471144,,,,barbecue,3191609699,node
eni,caffè,,,VR,,45.4962823,10.7387815,,,,,,3191609700,node
L'Unico,ristorante,,,VR,,45.5355357,10.7280452,0457210403,,,,italian,3191746362,node
Gio,ristorante,,,VR,,45.5432533,10.7245972,,,,,italian,3192880821,node
Bar Ellis,bar,,,VR,,45.6309889,11.3731612,,,,,,3195745569,node
Panificio Barbieri,panetteria,,,VR,,45.4346996,10.9864459,,,,,,3228348066,node
I Remenghi,ristorante,,,VR,,45.5524885,11.0858469,,,,"Mo 12:00-14:00,19:00-21:00; Tu-Th off; Sa,Su 12:00-14:00,19:00-21:00",,3229482039,node
Ca' del Diaolo,ristorante,,,VR,,45.5847252,11.1526878,,,,,,3229627001,node
Anselmi,ristorante,"Piazza delle Erbe, 22",,VR,,45.4431628,10.9974555,,,,,,3229682880,node
Agriturismo La Perlara,ristorante,,,VR,,45.5024626,11.0814496,,,,,,3230938290,node
Osteria Al Parigino,ristorante,,,VR,,45.500045,11.0776409,,,,,,3230938291,node
Senza nome,ristorante,,,VR,,45.3963035,10.9737156,,,,,,3231403058,node
Trattoria Osteria del popolo,ristorante,"Via Torrente Vecchio, 77",,VR,,45.4724146,10.9887737,+39 045 570 5770,,,,italian;local,3232887905,node
Osteria a la Carega,ristorante,"Via Cadrega, 8",Verona,VR,37121,45.4451743,10.9945003,,,,,,3235913552,node
Trattoria Cappuccini,ristorante,"Via Franco Faccio, 26",Verona,VR,37122,45.428165,10.9946268,+39 045 8032653,http://www.trattoriacappuccini.it/,,,,3237996778,node
Ristorante Antica Torretta,ristorante,"Piazza Broilo, 1",Verona,VR,37121,45.4474123,10.9990128,+39 045 8015292,,info@ristoranteanticatorretta.com,,italian,3267615924,node
Panificio Bertassello,panetteria,"Via Don Giacomo Trevisani, 92",Verona,VR,37139,45.4394268,10.9480877,,,,,,3270635216,node
Boscaini,panetteria,"Via Beniamino Romagnoli, 20",Verona,VR,37139,45.4390376,10.9453072,+39 346 0049215,,,Mo-Sa 07:00-13:00,,3270635217,node
La bottega del caffè Dersut,caffè,,,VR,,45.4386777,10.9460836,,,,,,3270635221,node
Piazzetta Cafè,caffè,,,VR,,45.4388958,10.9448429,,,,,,3270635227,node
Senza nome,caffè,,,VR,,45.4389981,10.9446345,,,,,,3270635244,node
Osteria il borgo dei templari,ristorante,"Via Michelangelo Buanarroti, 24",Borghetto,VR,37067,45.3535755,10.7232168,+39 045 7952222,http://www.osteriailborgodeitemplari.it/,,,regional,3279218627,node
Pizzeria Sorriso,ristorante,"Via Beniamino Romagnoli, 37",Verona,VR,37139,45.4389101,10.9423734,,,,"Tu-Su 18:00-24:00, Tu-Fr,Su 08:30-14:00",pizza,3283484394,node
Senza nome,caffè,,,VR,,45.441646,10.9412471,,,,,,3283521886,node
Vespizza,fast_food,,,VR,,45.4443154,10.957283,,,,,pizza,3300476410,node
Trattoria Alberti,ristorante,Piazza Vittoria,Velo Veronese,VR,37030,45.6055849,11.095702,,,,,regional,3323929696,node
Pizzeria Lessinia,ristorante,,,VR,,45.6056187,11.0960724,,,,,pizza,3323929711,node
Pizzeria Da Nello,ristorante,"Viale Vittorio Bachelet, 11",,VR,,45.4632652,10.8653176,+39 045 7157188,,,,pizza,3324099497,node
Caffè Visconti,caffè,"Via Raffaello Sanzio, 19",Borghetto di Valeggio sul Mincio,VR,37067,45.3537359,10.724794,+39 339 247 7547,,,,,3328238491,node
La fiaba italian bar 1988,pub,"Via Michelangelo Buanarroti, 38",,VR,,45.3537189,10.7226804,+39 045 795 0055,,,,,3328250482,node
Pizza d'asporto Happy pizza,ristorante,"Via San Pietro, 23",Valeggio sul Mincio,VR,37067,45.3566702,10.7400938,+39 0457950565,,,,pizza,3328276707,node
Senza nome,caffè,,,VR,,45.4442126,10.9455459,,,,,,3343880327,node
Pizzeria Ristorante Dell'Epoca,ristorante,,,VR,,45.4078554,10.9993151,,,,,pizza,3367701899,node
Bar Meeting,caffè,,,VR,,45.4343633,11.0426777,,,,,,3376677145,node
Bordovasca,ristorante,"Viale Olimpia, 1",Villafranca di Verona,VR,37069,45.3515613,10.8289125,,,,Mo-Sa 09:00-19:30; Su 10:00-19:30,regional,3379652272,node
Bar Ristoro Agricenter,caffè,,,VR,,45.4173983,10.9802124,,,,,,3390661779,node
Bar Pericoti,bar,,,VR,,45.471494,10.9743366,,,,,,3398143668,node
Alla Fedeltà,ristorante,"Via Rodi, 68",Verona,VR,37139,45.4430569,10.9386598,+39 045 8902423,,,,regional,3398143670,node
Pepenero,ristorante,"Via Beniamino Romagnoli, 52",,VR,,45.439004,10.9442724,,,,,pizza,3410806739,node
Bar Rosso,caffè,,,VR,,45.4486501,10.9871941,,,,"Mo-Fr 07:30-21:00; Sa,Su 07:30-22:00",,3415525246,node
Pizza & Cafè,ristorante,,,VR,,45.4408029,10.9968493,+39 045 590321,,,07:00-22:30,,3415556627,node
La Fontanina,ristorante,,,VR,,45.4492157,11.0006247,,,,,,3419323801,node
Bar Pasticceria Castelvecchio,caffè,"Corso Castelvecchio, 21",Verona,VR,37121,45.4390236,10.9874035,+39 045 595817,,,,,3426431393,node
Locanda Castelvecchio,ristorante,"Corso Castelvecchio, 21a",Verona,VR,37121,45.4389894,10.9873216,,,,"We 17:00-24:00; Th-Su 09:00-15:30,18:00-24:00",,3426431397,node
Osteria alla busa,ristorante,"Piazza Pozza, 19",Verona,VR,37123,45.4413588,10.9775984,,,,,,3426431398,node
San Zen che ride,bar,,,VR,,45.4411963,10.9775261,,,,,,3426431399,node
La Negra Tomasa,ristorante,"Piazza Villafranchetta, 22",,VR,37069,45.3537241,10.8445824,+39 045 6337149;+39 345 5901634,,lanegratomasa71@yahoo.it,,pizza,3430079701,node
Bar Sport,caffè,"Via Guglielmo Marconi, 27",Castelnuovo del Garda,VR,,45.4398997,10.7638838,,,,,,3437517454,node
Senza nome,panetteria,,,VR,,45.4398324,10.7641904,,,,,,3437517456,node
Ristorante Pizzeria Grotta Azzurra,ristorante,"Via Scuderlando, 87",Verona,VR,37135,45.417593,10.9858762,+39 045 8104134,,,,,3438572784,node
Le Spighe,ristorante,"Strada Tononi, 55",Monzambano,VR,46040,45.3654988,10.7039555,,https://www.camper-parking.it/,,,regional,3441524830,node
La Molinara,ristorante,"Piazzetta Ottolini, 4",,VR,,45.4447629,10.9941807,,,,,,3446476553,node
C'era una volta,caffè,,,VR,,45.4414715,10.9950322,,,,,,3446476556,node
Gran Caffè Excelsior,ristorante,,,VR,,45.442316,10.9969872,,,,,,3446476723,node
Osteria le Vecete,ristorante,"Via Pellicciai, 32a",Verona,VR,37121,45.4421233,10.9956148,,,,,,3446476726,node
Bar Santa Anastasia,bar,,,VR,,45.4448947,10.999156,,,,,,3446477587,node
Piscaria del Bugiardo,ristorante,,,VR,,45.4448029,10.9992185,,https://piscariadelbugiardo.it,,,fish,3446478890,node
